property_id,region_id,property_type,size_m2,rooms,year_built,has_parking
P02658,R06,Duplex,108,1,1973,1
P02659,R02,Studio,194,5,2014,0
P02660,R01,Penthouse,89,2,1973,1
P02661,R04,Detached House,126,5,1976,1
P02662,R04,Apartment,111,5,2018,1
P02663,R06,Apartment,201,1,1976,0
P02664,R06,Duplex,250,4,1986,1
P02665,R06,Apartment,100,4,1977,1
P02666,R04,Apartment,109,1,2002,0
P02667,R03,Duplex,237,2,1973,1
P02668,R03,Penthouse,151,3,1985,1
P02669,R01,Detached House,163,1,1987,0
P02670,R03,Studio,209,4,2005,1
P02671,R03,Penthouse,73,2,1996,1
P02672,R01,Duplex,249,5,1980,1
P02673,R02,Penthouse,127,5,1995,0
P02674,R04,Studio,198,4,1994,1
P02675,R03,Duplex,143,1,1989,0
P02676,R06,Penthouse,220,1,1998,1
P02677,R03,Detached House,186,1,1987,1
P02678,R06,Duplex,81,3,1988,1
P02679,R04,Detached House,85,4,2012,1
P02680,R01,Apartment,250,1,1983,0
P02681,R02,Penthouse,164,4,1987,0
P02682,R05,Duplex,106,1,1977,1
P02683,R04,Apartment,74,2,2007,0
P02684,R02,Duplex,70,3,2008,1
P02685,R04,Duplex,260,5,2006,1
P02686,R06,Duplex,274,4,1979,1
P02687,R03,Penthouse,134,3,1994,0
P02688,R01,Detached House,88,1,1985,1
P02689,R02,Penthouse,140,2,2011,0
P02690,R06,Apartment,72,4,1988,1
P02691,R05,Duplex,171,1,1992,1
P02692,R06,Studio,190,4,1994,1
P02693,R06,Penthouse,276,4,2011,1
P02694,R01,Penthouse,116,4,2007,0
P02695,R02,Studio,87,2,2014,1
P02696,R01,Penthouse,72,2,1993,1
P02697,R01,Duplex,130,1,2014,0
P02698,R06,Duplex,184,2,2017,1
P02699,R06,Duplex,55,3,1998,1
P02700,R01,Studio,222,1,2006,1
P02701,R05,Studio,150,3,2019,1
P02702,R04,Detached House,230,2,2015,0
P02703,R01,Apartment,151,3,1984,1
P02704,R06,Penthouse,77,2,2008,0
P02705,R06,Duplex,45,5,1994,1
P02706,R04,Apartment,173,2,1978,0
P02707,R05,Penthouse,169,5,1990,1
P02708,R03,Apartment,235,1,2022,0
P02709,R05,Penthouse,250,1,2021,0
P02710,R03,Apartment,78,1,2012,0
P02711,R06,Studio,115,3,2023,1
P02712,R01,Duplex,89,5,2000,0
P02713,R02,Studio,65,1,2010,0
P02714,R06,Studio,40,4,1978,0
P02715,R02,Detached House,59,4,1986,0
P02716,R02,Penthouse,165,2,1979,1
P02717,R05,Apartment,76,2,2020,1
P02718,R02,Detached House,86,5,2003,0
P02719,R04,Penthouse,68,4,2020,0
P02720,R02,Studio,213,2,1992,0
P02721,R02,Apartment,192,5,1991,0
P02722,R06,Duplex,270,3,2006,0
P02723,R02,Penthouse,66,1,2000,0
P02724,R01,Duplex,90,5,1990,0
P02725,R05,Penthouse,149,5,1987,0
P02726,R06,Penthouse,195,3,1997,1
P02727,R01,Studio,71,4,1974,0
P02728,R05,Duplex,90,2,1980,1
P02729,R04,Apartment,141,5,1972,1
P02730,R05,Penthouse,44,2,1978,1
P02731,R01,Apartment,134,2,1980,0
P02732,R06,Penthouse,222,3,1974,1
P02733,R04,Duplex,166,2,1972,1
P02734,R06,Duplex,144,4,2014,1
P02735,R03,Detached House,157,4,1979,1
P02736,R06,Detached House,267,3,1999,0
P02737,R04,Penthouse,164,4,1975,1
P02738,R01,Detached House,168,3,2021,1
P02739,R06,Apartment,263,5,1982,0
P02740,R05,Detached House,77,2,2010,0
P02741,R02,Penthouse,63,4,2004,1
P02742,R04,Penthouse,147,3,2011,0
P02743,R03,Duplex,116,5,2003,1
P02744,R04,Penthouse,88,2,1997,1
P02745,R06,Detached House,68,1,2011,1
P02746,R06,Studio,250,5,2014,0
P02747,R02,Studio,187,5,1990,1
P02748,R06,Penthouse,205,4,2020,1
P02749,R03,Penthouse,68,3,2023,1
P02750,R05,Detached House,121,3,2008,0
P02751,R05,Duplex,188,4,2020,0
P02752,R03,Duplex,166,4,1975,0
P02753,R03,Apartment,206,2,1999,0
P02754,R03,Detached House,200,1,2005,1
P02755,R06,Detached House,139,1,2020,0
P02756,R03,Duplex,227,2,1976,0
P02757,R02,Apartment,102,4,2013,1
P02758,R03,Detached House,59,3,1974,0
P02759,R02,Detached House,259,4,1989,0
P02760,R03,Penthouse,45,3,2007,1
P02761,R01,Detached House,108,2,1985,0
P02762,R01,Penthouse,67,4,2015,1
P02763,R05,Studio,95,4,2020,1
P02764,R01,Duplex,134,5,1978,0
P02765,R04,Apartment,71,5,1983,1
P02766,R05,Apartment,152,2,1974,1
P02767,R05,Apartment,262,4,2008,0
P02768,R03,Duplex,72,2,2017,1
P02769,R02,Studio,262,5,2002,1
P02770,R06,Penthouse,138,4,1977,1
P02771,R06,Studio,182,5,1979,1
P02772,R04,Penthouse,145,2,1971,0
P02773,R01,Detached House,115,1,1996,1
P02774,R01,Penthouse,66,1,2008,0
P02775,R02,Studio,182,3,1978,1
P02776,R01,Apartment,259,5,2015,1
P02777,R06,Studio,164,4,1983,0
P02778,R02,Penthouse,183,5,1997,0
P02779,R02,Apartment,194,3,2006,1
P02780,R06,Detached House,133,5,1999,0
P02781,R05,Penthouse,68,5,1995,0
P02782,R02,Detached House,161,2,1988,0
P02783,R03,Detached House,248,5,1993,1
P02784,R04,Studio,115,1,1982,0
P02785,R04,Penthouse,249,3,1985,1
P02786,R06,Penthouse,245,3,2010,1
P02787,R06,Studio,98,2,2017,0
P02788,R06,Apartment,178,5,2015,1
P02789,R01,Detached House,219,4,1987,0
P02790,R02,Apartment,158,1,1987,0
P02791,R04,Duplex,207,1,1973,1
P02792,R01,Apartment,258,1,1984,0
P02793,R03,Duplex,190,2,2001,1
P02794,R01,Apartment,241,1,1984,1
P02795,R06,Detached House,232,2,2009,0
P02796,R01,Studio,235,4,1972,1
P02797,R01,Duplex,244,5,1992,1
P02798,R02,Apartment,94,4,1985,0
P02799,R01,Detached House,44,3,1996,1
P02800,R04,Duplex,76,4,1971,1
P02801,R03,Detached House,99,5,1992,1
P02802,R06,Detached House,205,1,2012,1
P02803,R02,Studio,162,5,2016,1
P02804,R04,Apartment,152,4,1983,0
P02805,R04,Duplex,42,2,1993,0
P02806,R04,Duplex,204,3,2007,1
P02807,R05,Duplex,127,3,1995,1
P02808,R02,Detached House,222,1,1999,1
P02809,R04,Apartment,67,2,1988,0
P02810,R05,Penthouse,110,2,2015,1
P02811,R06,Detached House,53,1,2004,0
P02812,R04,Duplex,108,3,2021,0
P02813,R04,Studio,261,3,2012,1
P02814,R06,Duplex,157,2,1989,0
P02815,R04,Studio,145,1,1987,1
P02816,R06,Studio,105,5,1974,1
P02817,R01,Apartment,103,4,2003,1
P02818,R03,Apartment,200,3,2010,1
P02819,R01,Apartment,276,4,1989,1
P02820,R01,Penthouse,219,2,1971,1
P02821,R03,Detached House,216,2,2014,1
P02822,R02,Duplex,153,4,1982,1
P02823,R03,Apartment,63,4,2001,0
P02824,R03,Duplex,213,4,1972,0
P02825,R04,Studio,234,3,1973,1
P02826,R06,Apartment,162,1,2018,0
P02827,R06,Apartment,61,4,2006,1
P02828,R03,Detached House,211,4,1970,0
P02829,R02,Detached House,261,3,1975,1
P02830,R05,Detached House,93,2,1996,0
P02831,R01,Penthouse,78,5,2006,1
P02832,R04,Apartment,217,2,1992,0
P02833,R03,Apartment,119,2,2017,0
P02834,R02,Studio,211,4,2005,1
P02835,R04,Duplex,208,3,2003,0
P02836,R02,Detached House,103,3,1985,0
P02837,R02,Duplex,50,4,2006,1
P02838,R04,Detached House,173,2,2017,1
P02839,R02,Detached House,137,1,1972,0
P02840,R05,Apartment,245,1,2009,1
P02841,R01,Penthouse,125,5,2017,0
P02842,R03,Penthouse,99,3,1993,0
P02843,R05,Studio,246,3,2011,1
P02844,R02,Apartment,216,2,1989,0
P02845,R05,Apartment,188,4,1980,1
P02846,R05,Penthouse,268,5,2014,0
P02847,R06,Apartment,227,4,1986,1
P02848,R02,Apartment,247,3,2010,1
P02849,R05,Studio,231,3,1987,0
P02850,R06,Duplex,136,5,1991,1
P02851,R05,Penthouse,54,5,2006,1
P02852,R02,Apartment,185,2,1988,0
P02853,R05,Duplex,223,5,2013,1
P02854,R01,Penthouse,278,5,1972,0
P02855,R04,Studio,203,5,1970,0
P02856,R03,Apartment,176,1,1974,0
P02857,R04,Penthouse,178,1,1983,0
P02858,R04,Apartment,67,2,1972,1
P02859,R01,Studio,41,4,1990,1
P02860,R04,Detached House,50,1,1971,1
P02861,R06,Duplex,257,1,2010,0
P02862,R03,Apartment,229,1,1978,0
P02863,R02,Studio,102,1,2022,0
P02864,R06,Apartment,141,5,2016,0
P02865,R01,Studio,156,4,2007,1
P02866,R03,Penthouse,99,4,2013,1
P02867,R04,Duplex,141,2,2011,1
P02868,R03,Studio,123,4,2015,1
P02869,R06,Detached House,206,4,1999,0
P02870,R03,Apartment,221,3,2003,0
P02871,R06,Penthouse,63,5,1995,1
P02872,R01,Penthouse,151,3,2003,1
P02873,R05,Apartment,277,2,1990,0
P02874,R04,Penthouse,248,4,1976,0
P02875,R02,Detached House,230,5,2020,1
P02876,R02,Detached House,216,5,2007,0
P02877,R05,Apartment,41,3,2008,1
P02878,R04,Detached House,273,3,1985,0
P02879,R04,Detached House,216,5,2011,1
P02880,R01,Apartment,253,4,1998,0
P02881,R04,Penthouse,258,3,1974,1
P02882,R06,Detached House,101,2,2021,1
P02883,R01,Apartment,43,5,2023,0
P02884,R03,Penthouse,198,5,2017,1
P02885,R03,Apartment,150,1,1995,1
P02886,R06,Duplex,44,1,1982,1
P02887,R02,Penthouse,104,1,1970,1
P02888,R03,Duplex,277,2,2009,1
P02889,R05,Duplex,127,1,2018,0
P02890,R01,Duplex,102,5,1975,0
P02891,R05,Penthouse,197,5,2006,0
P02892,R05,Penthouse,199,1,1971,1
P02893,R05,Studio,119,5,2011,1
P02894,R04,Apartment,243,1,1971,1
P02895,R05,Duplex,179,4,2022,0
P02896,R05,Detached House,78,2,1979,1
P02897,R06,Apartment,117,1,1991,1
P02898,R03,Detached House,243,3,2007,0
P02899,R03,Detached House,61,5,2015,1
P02900,R04,Apartment,42,5,1989,0
P02901,R02,Studio,197,1,2022,1
P02902,R06,Apartment,146,5,1970,1
P02903,R05,Duplex,100,2,1995,1
P02904,R04,Penthouse,153,3,2023,0
P02905,R02,Studio,84,1,1984,0
P02906,R03,Detached House,129,5,1998,1
P02907,R03,Apartment,96,4,1994,1
P02908,R04,Apartment,180,4,1991,0
P02909,R05,Studio,201,4,2011,0
P02910,R05,Studio,259,5,1998,1
P02911,R06,Detached House,56,1,2008,1
P02912,R06,Detached House,118,2,1998,0
P02913,R05,Duplex,103,1,2023,0
P02914,R03,Duplex,179,3,1995,1
P02915,R04,Penthouse,167,3,2012,1
P02916,R03,Detached House,250,1,2003,1
P02917,R04,Detached House,260,4,2013,1
P02918,R05,Penthouse,225,1,2017,0
P02919,R03,Penthouse,87,4,1982,1
P02920,R04,Apartment,49,4,1986,0
P02921,R01,Apartment,255,5,1986,1
P02922,R05,Penthouse,266,1,1996,0
P02923,R03,Studio,100,5,1996,0
P02924,R03,Apartment,51,3,1970,0
P02925,R04,Penthouse,203,5,2018,0
P02926,R02,Apartment,181,4,2016,1
P02927,R04,Detached House,253,4,2002,1
P02928,R05,Studio,178,1,1986,1
P02929,R03,Detached House,222,4,2014,1
P02930,R01,Detached House,228,3,1984,1
P02931,R03,Duplex,42,5,1986,0
P02932,R02,Apartment,75,4,2023,1
P02933,R03,Apartment,227,1,2019,0
P02934,R04,Duplex,83,5,2001,0
P02935,R01,Penthouse,89,1,1979,0
P02936,R05,Apartment,220,2,1976,0
P02937,R02,Penthouse,89,2,2022,1
P02938,R06,Penthouse,75,5,1984,0
P02939,R05,Detached House,43,1,2006,0
P02940,R02,Penthouse,152,5,1989,1
P02941,R04,Studio,192,2,1996,0
P02942,R01,Detached House,215,4,2023,1
P02943,R01,Duplex,257,1,2002,0
P02944,R06,Penthouse,196,2,1993,1
P02945,R05,Duplex,221,4,1992,1
P02946,R01,Apartment,90,4,1982,0
P02947,R02,Detached House,121,5,2000,1
P02948,R02,Studio,112,5,2000,1
P02949,R03,Duplex,55,3,1975,0
P02950,R02,Detached House,272,2,1991,1
P02951,R02,Duplex,97,2,2004,1
P02952,R04,Apartment,147,5,1972,0
P02953,R02,Penthouse,125,4,2022,0
P02954,R06,Detached House,50,5,2016,0
P02955,R05,Penthouse,256,3,2004,1
P02956,R05,Duplex,92,3,1970,1
P02957,R02,Studio,64,5,1997,1
P02958,R05,Studio,122,4,2018,1
P02959,R06,Detached House,74,2,1971,0
P02960,R02,Duplex,279,3,2012,1
P02961,R05,Penthouse,85,2,2015,1
P02962,R03,Studio,112,4,1974,1
P02963,R05,Studio,105,1,1982,0
P02964,R03,Studio,46,5,2009,0
P02965,R05,Studio,43,5,2019,0
P02966,R01,Penthouse,163,1,2011,1
P02967,R03,Studio,95,4,1998,1
P02968,R02,Duplex,60,1,2002,0
P02969,R02,Detached House,109,2,1998,0
P02970,R02,Penthouse,105,2,2001,0
P02971,R03,Apartment,141,3,2011,1
P02972,R01,Detached House,278,5,1972,1
P02973,R05,Studio,113,3,1981,0
P02974,R04,Studio,209,2,1973,1
P02975,R05,Detached House,224,1,2013,0
P02976,R05,Penthouse,52,5,2009,1
P02977,R01,Duplex,160,2,1972,1
P02978,R01,Apartment,147,3,1975,0
P02979,R03,Apartment,161,1,1984,1
P02980,R03,Detached House,81,2,1983,1
P02981,R02,Studio,151,3,1998,1
P02982,R05,Detached House,69,5,1996,1
P02983,R04,Duplex,266,2,1989,1
P02984,R05,Duplex,180,3,1978,0
P02985,R01,Penthouse,48,5,2005,1
P02986,R05,Detached House,161,2,2012,1
P02987,R02,Apartment,262,2,2004,0
P02988,R03,Duplex,218,1,2013,1
P02989,R03,Duplex,105,5,2019,1
P02990,R05,Penthouse,254,1,2015,0
P02991,R02,Penthouse,84,2,2005,1
P02992,R02,Studio,99,1,1972,0
P02993,R03,Studio,77,4,1988,1
P02994,R03,Apartment,261,2,1993,1
P02995,R02,Studio,212,4,2008,0
P02996,R02,Duplex,164,4,2015,1
P02997,R02,Studio,200,1,2004,0
P02998,R03,Penthouse,102,2,1989,1
P02999,R03,Penthouse,56,1,2012,1
P03000,R03,Detached House,242,1,2007,0
P03001,R05,Studio,271,3,2013,1
P03002,R02,Detached House,48,2,2001,0
P03003,R06,Detached House,52,1,2004,1
P03004,R05,Detached House,174,3,1988,1
P03005,R02,Detached House,50,3,1991,1
P03006,R02,Detached House,213,5,1984,0
P03007,R02,Apartment,266,4,1983,1
P03008,R02,Studio,107,2,2005,1
P03009,R03,Penthouse,110,3,1990,1
P03010,R01,Duplex,247,1,1977,1
P03011,R01,Apartment,125,2,1971,1
P03012,R03,Studio,97,3,2016,0
P03013,R05,Apartment,60,1,1993,0
P03014,R02,Penthouse,241,5,2001,1
P03015,R06,Penthouse,262,3,2018,0
P03016,R03,Penthouse,58,4,1976,1
P03017,R06,Studio,232,2,2020,1
P03018,R02,Duplex,78,5,2007,1
P03019,R04,Detached House,73,2,2004,1
P03020,R05,Duplex,131,5,1993,1
P03021,R01,Apartment,144,3,2008,1
P03022,R06,Detached House,244,4,1981,1
P03023,R03,Detached House,207,2,1986,0
P03024,R03,Duplex,74,5,2021,0
P03025,R04,Apartment,180,1,1984,0
P03026,R04,Detached House,250,1,2008,1
P03027,R01,Penthouse,198,3,2020,0
P03028,R06,Duplex,95,5,2002,1
P03029,R04,Penthouse,70,5,1986,1
P03030,R06,Duplex,148,5,2015,0
P03031,R03,Studio,153,3,2014,1
P03032,R04,Studio,124,5,1999,0
P03033,R03,Studio,66,3,1976,1
P03034,R06,Apartment,68,3,1993,1
P03035,R05,Penthouse,166,1,1993,0
P03036,R06,Penthouse,266,4,1980,0
P03037,R04,Detached House,183,2,1991,1
P03038,R05,Apartment,145,1,1978,0
P03039,R03,Apartment,263,2,2007,1
P03040,R03,Studio,205,4,1993,1
P03041,R05,Studio,212,2,2009,0
P03042,R01,Detached House,178,2,1994,0
P03043,R05,Studio,223,2,2008,0
P03044,R01,Studio,160,3,2009,1
P03045,R04,Duplex,189,4,1978,1
P03046,R03,Duplex,187,4,1993,0
P03047,R03,Duplex,220,1,2010,1
P03048,R03,Apartment,255,2,2002,1
P03049,R03,Studio,110,4,1981,1
P03050,R03,Detached House,207,2,2014,0
P03051,R03,Penthouse,47,1,1980,0
P03052,R04,Studio,167,2,2023,0
P03053,R05,Studio,255,4,2008,1
P03054,R04,Penthouse,194,4,1987,1
P03055,R04,Duplex,104,1,1980,0
P03056,R06,Apartment,185,4,2018,0
P03057,R06,Apartment,125,1,1998,1
P03058,R01,Apartment,143,4,2013,0
P03059,R05,Duplex,94,3,2014,1
P03060,R02,Penthouse,189,1,1973,1
P03061,R02,Penthouse,87,2,2006,0
P03062,R05,Studio,146,5,1988,1
P03063,R01,Penthouse,265,3,2019,0
P03064,R06,Penthouse,221,4,1981,1
P03065,R05,Apartment,139,4,1971,0
P03066,R06,Apartment,272,1,2005,1
P03067,R05,Duplex,43,5,1999,1
P03068,R06,Penthouse,270,2,1999,0
P03069,R01,Apartment,124,4,1984,1
P03070,R06,Detached House,236,3,1996,1
P03071,R01,Detached House,267,3,2022,1
P03072,R02,Detached House,184,2,2011,0
P03073,R01,Detached House,186,5,2023,0
P03074,R03,Studio,219,1,1987,0
P03075,R05,Apartment,97,5,2016,1
P03076,R02,Detached House,82,2,1990,1
P03077,R05,Penthouse,122,5,2020,0
P03078,R04,Penthouse,154,1,2016,1
P03079,R04,Duplex,218,1,1978,0
P03080,R06,Duplex,101,1,2022,1
P03081,R03,Detached House,175,3,2002,1
P03082,R03,Penthouse,40,2,2011,1
P03083,R06,Apartment,47,3,2001,1
P03084,R04,Studio,272,5,1981,0
P03085,R04,Apartment,244,1,2023,1
P03086,R02,Apartment,247,3,1976,1
P03087,R02,Studio,118,4,2013,0
P03088,R02,Apartment,163,3,1981,1
P03089,R02,Penthouse,201,5,2012,1
P03090,R02,Apartment,100,4,1992,1
P03091,R05,Studio,218,1,1982,1
P03092,R01,Studio,206,3,1982,0
P03093,R04,Penthouse,137,2,1987,1
P03094,R06,Duplex,144,1,2018,0
P03095,R05,Penthouse,113,5,2011,0
P03096,R03,Apartment,232,2,2006,1
P03097,R01,Apartment,276,1,2004,0
P03098,R06,Detached House,279,2,1992,0
P03099,R01,Detached House,225,5,2018,1
P03100,R05,Detached House,123,3,1984,0
P03101,R05,Detached House,227,5,2020,1
P03102,R02,Penthouse,98,3,1990,1
P03103,R05,Apartment,255,1,1988,1
P03104,R02,Studio,104,2,1995,0
P03105,R02,Detached House,136,1,2010,1
P03106,R05,Studio,62,3,2008,1
P03107,R06,Penthouse,59,2,2011,1
P03108,R02,Duplex,134,5,1974,0
P03109,R06,Penthouse,172,2,1978,0
P03110,R06,Detached House,44,2,2015,1
P03111,R05,Penthouse,243,5,2022,0
P03112,R01,Studio,67,3,1976,1
P03113,R02,Penthouse,279,1,2018,1
P03114,R05,Penthouse,105,3,1984,1
P03115,R06,Penthouse,130,2,2022,1
P03116,R05,Detached House,78,4,2023,1
P03117,R03,Detached House,237,3,2004,1
P03118,R02,Duplex,215,4,1980,1
P03119,R06,Studio,58,5,2012,0
P03120,R02,Apartment,65,4,1975,1
P03121,R03,Duplex,186,2,1988,1
P03122,R06,Studio,247,2,2004,1
P03123,R04,Apartment,66,3,1973,0
P03124,R02,Studio,93,3,1991,0
P03125,R01,Penthouse,170,2,2013,1
P03126,R03,Duplex,66,5,1974,0
P03127,R06,Penthouse,113,5,1989,1
P03128,R03,Penthouse,42,2,1970,1
P03129,R05,Detached House,159,4,2005,0
P03130,R02,Detached House,211,5,1974,0
P03131,R05,Studio,138,1,1985,1
P03132,R05,Duplex,101,2,1998,0
P03133,R04,Duplex,141,4,1981,1
P03134,R05,Studio,162,3,1982,1
P03135,R04,Studio,79,4,2015,1
P03136,R03,Penthouse,66,3,2011,1
P03137,R05,Detached House,83,1,1974,0
P03138,R06,Studio,276,3,2016,1
P03139,R06,Detached House,213,3,1995,0
P03140,R02,Detached House,70,5,1977,0
P03141,R05,Duplex,112,1,2018,1
P03142,R01,Penthouse,138,1,1988,0
P03143,R04,Detached House,83,1,1987,0
P03144,R04,Duplex,244,3,1977,1
P03145,R03,Duplex,265,5,2017,0
P03146,R06,Detached House,98,4,1985,0
P03147,R06,Penthouse,43,5,2001,1
P03148,R01,Penthouse,104,5,1982,1
P03149,R02,Studio,179,4,2018,1
P03150,R02,Duplex,234,4,2012,1
P03151,R06,Penthouse,121,2,1997,1
P03152,R04,Studio,105,5,1988,0
P03153,R05,Penthouse,99,4,2005,1
P03154,R05,Duplex,40,5,1996,0
P03155,R05,Penthouse,43,5,2020,1
P03156,R01,Detached House,142,2,2006,1
P03157,R01,Penthouse,188,1,1971,0
P03158,R03,Duplex,43,5,2014,1
P03159,R03,Studio,88,3,1980,1
P03160,R05,Apartment,258,5,1986,0
P03161,R01,Apartment,277,4,1993,1
P03162,R03,Penthouse,194,2,1981,1
P03163,R02,Duplex,165,2,2020,0
P03164,R02,Penthouse,179,4,2022,0
P03165,R02,Penthouse,128,2,1978,1
P03166,R02,Studio,88,2,1987,1
P03167,R04,Penthouse,130,2,1990,1
P03168,R03,Duplex,207,4,2006,1
P03169,R03,Studio,199,1,2002,1
P03170,R03,Studio,202,1,2006,0
P03171,R05,Studio,186,1,1971,0
P03172,R06,Studio,54,4,1997,1
P03173,R04,Apartment,190,1,1981,1
P03174,R04,Penthouse,251,3,1982,1
P03175,R05,Apartment,195,1,2011,1
P03176,R05,Penthouse,179,3,1977,0
P03177,R01,Apartment,93,1,1971,1
P03178,R06,Penthouse,230,1,1996,1
P03179,R01,Detached House,148,3,2009,1
P03180,R03,Apartment,103,4,1997,0
P03181,R04,Apartment,157,1,1978,0
P03182,R03,Penthouse,69,3,2011,1
P03183,R02,Apartment,262,5,1990,1
P03184,R06,Duplex,208,4,2008,1
P03185,R01,Studio,118,4,1980,1
P03186,R02,Studio,230,2,2019,1
P03187,R06,Apartment,53,5,1985,0
P03188,R05,Studio,132,1,2022,1
P03189,R01,Studio,196,4,1990,1
P03190,R05,Detached House,45,3,2009,1
P03191,R06,Apartment,210,1,1997,0
P03192,R01,Penthouse,236,5,1974,1
P03193,R03,Studio,182,4,1975,0
P03194,R03,Apartment,89,2,1991,1
P03195,R01,Apartment,219,1,1980,1
P03196,R02,Detached House,121,4,2002,1
P03197,R02,Penthouse,216,3,1977,1
P03198,R02,Penthouse,190,1,2001,1
P03199,R03,Penthouse,62,5,1981,0
P03200,R03,Detached House,63,4,1979,0
P03201,R02,Apartment,43,3,1989,1
P03202,R02,Apartment,57,2,2001,1
P03203,R02,Apartment,111,2,1991,1
P03204,R05,Studio,46,3,1988,0
P03205,R02,Studio,265,1,1988,0
P03206,R06,Penthouse,259,2,1988,1
P03207,R04,Apartment,81,2,1991,1
P03208,R05,Penthouse,114,1,2015,1
P03209,R04,Duplex,218,1,2001,1
P03210,R02,Detached House,198,2,1992,0
P03211,R04,Penthouse,179,2,2010,0
P03212,R02,Penthouse,277,2,1998,0
P03213,R01,Detached House,191,4,2021,1
P03214,R02,Penthouse,200,3,2000,0
P03215,R02,Penthouse,160,1,1981,0
P03216,R01,Penthouse,166,5,2000,1
P03217,R01,Studio,109,4,2011,0
P03218,R06,Penthouse,165,3,1981,1
P03219,R04,Apartment,260,1,1980,0
P03220,R03,Apartment,130,5,2002,0
P03221,R06,Penthouse,71,4,2017,0
P03222,R02,Duplex,183,3,1988,1
P03223,R03,Apartment,228,1,1997,1
P03224,R06,Apartment,270,1,2005,1
P03225,R04,Studio,170,2,2005,1
P03226,R03,Penthouse,229,2,1977,0
P03227,R02,Detached House,100,2,1991,1
P03228,R01,Detached House,141,3,2023,0
P03229,R01,Studio,140,1,2017,1
P03230,R01,Penthouse,119,2,2011,1
P03231,R05,Studio,211,5,1971,0
P03232,R04,Detached House,252,5,1992,1
P03233,R03,Penthouse,118,1,1972,1
P03234,R05,Duplex,72,4,1986,0
P03235,R01,Detached House,238,5,2016,0
P03236,R02,Detached House,243,3,1990,1
P03237,R03,Apartment,264,2,1979,1
P03238,R06,Studio,101,3,2008,0
P03239,R04,Apartment,212,2,2010,1
P03240,R06,Detached House,211,2,2005,0
P03241,R02,Studio,229,5,2013,1
P03242,R06,Apartment,233,4,2007,0
P03243,R01,Duplex,268,3,2004,1
P03244,R02,Penthouse,154,1,2018,1
P03245,R04,Detached House,58,5,1987,1
P03246,R01,Penthouse,86,1,1994,1
P03247,R06,Studio,252,4,2000,1
P03248,R06,Penthouse,242,2,2006,0
P03249,R04,Duplex,42,2,1995,0
P03250,R02,Duplex,128,1,1993,1
P03251,R01,Detached House,98,2,1978,0
P03252,R04,Studio,116,4,2004,1
P03253,R04,Detached House,193,3,1976,0
P03254,R05,Duplex,162,1,1995,1
P03255,R04,Detached House,155,2,1992,1
P03256,R01,Detached House,144,1,2011,1
P03257,R01,Studio,193,3,1995,1
P03258,R05,Studio,203,5,1970,1
P03259,R01,Apartment,50,5,1997,1
P03260,R06,Penthouse,72,5,1981,1
P03261,R01,Detached House,121,1,1990,1
P03262,R05,Studio,144,3,1986,0
P03263,R06,Penthouse,279,1,1978,0
P03264,R03,Duplex,254,3,2021,0
P03265,R01,Duplex,195,3,1983,1
P03266,R06,Studio,48,4,1997,1
P03267,R02,Studio,64,2,2014,0
P03268,R04,Duplex,149,1,1989,1
P03269,R06,Apartment,180,3,2020,0
P03270,R05,Studio,198,3,1991,1
P03271,R01,Studio,74,4,2021,1
P03272,R05,Apartment,253,1,1994,1
P03273,R01,Duplex,158,4,1970,0
P03274,R05,Studio,182,3,2016,1
P03275,R04,Detached House,49,4,2016,1
P03276,R02,Penthouse,237,5,2021,0
P03277,R03,Penthouse,170,2,1976,1
P03278,R01,Duplex,93,4,2015,1
P03279,R06,Duplex,116,1,1988,0
P03280,R02,Duplex,124,5,2015,1
P03281,R02,Studio,46,3,2022,1
P03282,R04,Apartment,266,4,1980,1
P03283,R05,Duplex,232,4,1990,1
P03284,R04,Apartment,252,4,1984,0
P03285,R04,Apartment,124,2,1986,1
P03286,R04,Apartment,173,4,2002,0
P03287,R06,Duplex,149,3,1992,1
P03288,R03,Penthouse,154,4,2005,1
P03289,R05,Detached House,181,4,2006,0
P03290,R05,Apartment,148,3,1980,1
P03291,R06,Penthouse,225,1,1972,0
P03292,R06,Studio,54,2,2010,1
P03293,R05,Duplex,86,5,1979,1
P03294,R02,Penthouse,254,3,1980,1
P03295,R05,Studio,251,4,2002,1
P03296,R05,Duplex,236,2,1984,1
P03297,R02,Duplex,128,4,1980,1
P03298,R05,Detached House,149,3,1986,0
P03299,R02,Duplex,46,2,1998,1
P03300,R04,Penthouse,107,1,2015,0
P03301,R05,Duplex,214,2,2023,0
P03302,R02,Apartment,122,3,2009,0
P03303,R03,Apartment,155,2,2018,1
P03304,R05,Duplex,69,2,1998,1
P03305,R03,Studio,159,2,1992,0
P03306,R06,Apartment,213,2,2014,0
P03307,R01,Duplex,177,4,1986,1
P03308,R05,Apartment,173,3,2013,1
P03309,R05,Studio,259,3,2023,1
P03310,R06,Detached House,96,1,1991,1
P03311,R01,Apartment,111,3,2004,1
P03312,R06,Duplex,189,5,2012,0
P03313,R03,Duplex,155,4,2012,1
P03314,R03,Apartment,275,3,1981,1
P03315,R03,Apartment,54,2,2021,0
P03316,R04,Studio,69,2,1997,1
P03317,R04,Apartment,122,1,1972,1
P03318,R03,Studio,150,1,1976,1
P03319,R01,Duplex,253,4,2009,1
P03320,R06,Studio,158,5,1993,0
P03321,R02,Detached House,144,5,1975,1
